"metab_identifier","expID","expDate","expName","expCage","expFileName","Date_Time_1","position","vo2","vco2","pup_ID","pup_no","cage","DOB_pup.dd.mm.yyyy","Exclude","Exclude_Notes","challenge_stat","challenge_dose","challenge_visit","group","sac_hpc","visit","vis.type","visit.name","temp","temp2","notes","hours_post_challenge","cage_expdate_vis_pup","avg_score","tube_content_status"
"20210504|22823|6|v6","20210504","2021-05-04","Promethion_vs_NoPromethion","22823","22823_040521_v6","04-May-2021 17:22:02",6,-0.018382755,0.0024590525,"R2",6,"22823","26.04.2021",NA,"CB","Yes",1.1,"v2","PP",1.18,"v6","monitor",NA,NA,NA,NA,8.63,"22823_040521_v6_6",NA,0
"20210504|22823|6|v7","20210504","2021-05-04","Promethion_vs_NoPromethion","22823","22823_040521_v7","04-May-2021 20:21:02",6,-0.0196535145,0.00409457,"R2",6,"22823","26.04.2021",NA,"CB","Yes",1.1,"v2","PP",1.18,"v7","monitor",NA,NA,NA,NA,11.68,"22823_040521_v7_6",NA,0
"20210504|22823|6|v8","20210504","2021-05-04","Promethion_vs_NoPromethion","22823","22823_040521_v8","05-May-2021 00:39:47",6,-0.031394435,-0.0014403915,"R2",6,"22823","26.04.2021",NA,"CB","Yes",1.1,"v2","PP",1.18,"v8","monitor",NA,NA,NA,NA,15.92,"22823_040521_v8_6",NA,0
"20210504|22823|7|v1","20210504","2021-05-04","Promethion_vs_NoPromethion","22823","22823_040521_v1","04-May-2021 07:20:05",7,0.2363764,0.16221195,"R3",7,"22823","26.04.2021",NA,NA,"Yes",1.1,"v2","PP",51.58,"v1","monitor",NA,32.4,NA,NA,-1.4,"22823_040521_v1_7",4,1
"20210504|22823|7|v10","20210504","2021-05-04","Promethion_vs_NoPromethion","22823","22823_040521_v10","05-May-2021 08:39:31",7,0.4300916,0.2803984,"R3",7,"22823","26.04.2021",NA,NA,"Yes",1.1,"v2","PP",51.58,"v10","monitor",NA,34.5,NA,NA,24,"22823_040521_v10_7",4,1
"20210504|22823|7|v15","20210504","2021-05-04","Promethion_vs_NoPromethion","22823","22823_040521_v15","06-May-2021 08:36:38",7,0.5310416,0.3540065,"R3",7,"22823","26.04.2021",NA,NA,"Yes",1.1,"v2","PP",51.58,"v15","monitor",NA,NA,NA,NA,47.88,"22823_040521_v15_7",4,1
"20210504|22823|7|v3","20210504","2021-05-04","Promethion_vs_NoPromethion","22823","22823_040521_v3","04-May-2021 09:46:17",7,0.2474455,0.1777961,"R3",7,"22823","26.04.2021",NA,NA,"Yes",1.1,"v2","PP",51.58,"v3","monitor",NA,NA,NA,NA,0.98,"22823_040521_v3_7",4,1
"20210504|22823|7|v4","20210504","2021-05-04","Promethion_vs_NoPromethion","22823","22823_040521_v4","04-May-2021 10:52:23",7,0.17041025,0.12716905,"R3",7,"22823","26.04.2021",NA,NA,"Yes",1.1,"v2","PP",51.58,"v4","monitor",NA,NA,NA,NA,2.2,"22823_040521_v4_7",4,1
"20210504|22823|7|v5","20210504","2021-05-04","Promethion_vs_NoPromethion","22823","22823_040521_v5","04-May-2021 12:55:31",7,0.17486835,0.1241846,"R3",7,"22823","26.04.2021",NA,NA,"Yes",1.1,"v2","PP",51.58,"v5","monitor",NA,32.9,NA,NA,4.23,"22823_040521_v5_7",3,1
"20210504|22823|7|v6","20210504","2021-05-04","Promethion_vs_NoPromethion","22823","22823_040521_v6","04-May-2021 17:22:02",7,0.1500348,0.101880885,"R3",7,"22823","26.04.2021",NA,NA,"Yes",1.1,"v2","PP",51.58,"v6","monitor",NA,NA,NA,NA,8.63,"22823_040521_v6_7",4,1
"20210504|22823|7|v7","20210504","2021-05-04","Promethion_vs_NoPromethion","22823","22823_040521_v7","04-May-2021 20:24:02",7,0.22809535,0.17664505,"R3",7,"22823","26.04.2021",NA,NA,"Yes",1.1,"v2","PP",51.58,"v7","monitor",NA,32,NA,NA,11.68,"22823_040521_v7_7",4,1
"20210504|22823|7|v8","20210504","2021-05-04","Promethion_vs_NoPromethion","22823","22823_040521_v8","05-May-2021 00:39:47",7,0.2837867,0.19815235,"R3",7,"22823","26.04.2021",NA,NA,"Yes",1.1,"v2","PP",51.58,"v8","monitor",NA,NA,NA,NA,15.92,"22823_040521_v8_7",4,1
"20210504|22825|1|v1","20210504","2021-05-04","Promethion_vs_NoPromethion","22825","22825_040521_v1","04-May-2021 07:58:59",1,0.21299125,0.1480877,"F1",1,"22825","27.04.2021",NA,NA,"Yes",1.1,"v2","PP",52.07,"v1","monitor",NA,33.5,NA,NA,-0.45,"22825_040521_v1_1",3,1
"20210504|22825|1|v10","20210504","2021-05-04","Promethion_vs_NoPromethion","22825","22825_040521_v10","05-May-2021 08:32:40",1,0.08535951,0.042760525,"F1",1,"22825","27.04.2021",NA,NA,"Yes",1.1,"v2","PP",52.07,"v10","monitor",NA,32.3,NA,NA,24.12,"22825_040521_v10_1",3,1
"20210504|22825|1|v15","20210504","2021-05-04","Promethion_vs_NoPromethion","22825","22825_040521_v15","06-May-2021 08:25:43",1,0.12304205,0.089881955,"F1",1,"22825","27.04.2021",NA,NA,"Yes",1.1,"v2","PP",52.07,"v15","monitor",NA,NA,NA,NA,47.97,"22825_040521_v15_1",3,1
"20210504|22825|1|v3","20210504","2021-05-04","Promethion_vs_NoPromethion","22825","22825_040521_v3","04-May-2021 09:39:21",1,0.05190567,0.03390214,"F1",1,"22825","27.04.2021",NA,NA,"Yes",1.1,"v2","PP",52.07,"v3","monitor",NA,NA,NA,NA,1.22,"22825_040521_v3_1",2,1
"20210504|22825|1|v4","20210504","2021-05-04","Promethion_vs_NoPromethion","22825","22825_040521_v4","04-May-2021 10:44:44",1,0.170866385,0.05929392,"F1",1,"22825","27.04.2021",NA,NA,"Yes",1.1,"v2","PP",52.07,"v4","monitor",NA,NA,NA,NA,2.35,"22825_040521_v4_1",2,1
"20210504|22825|1|v5","20210504","2021-05-04","Promethion_vs_NoPromethion","22825","22825_040521_v5","04-May-2021 12:44:06",1,0.113080155,0.073315275,"F1",1,"22825","27.04.2021",NA,NA,"Yes",1.1,"v2","PP",52.07,"v5","monitor",NA,30.5,NA,NA,4.35,"22825_040521_v5_1",3,1
"20210504|22825|1|v6","20210504","2021-05-04","Promethion_vs_NoPromethion","22825","22825_040521_v6","04-May-2021 17:09:56",1,-0.509174625,0.057664585,"F1",1,"22825","27.04.2021",NA,NA,"Yes",1.1,"v2","PP",52.07,"v6","monitor",NA,NA,NA,NA,8.73,"22825_040521_v6_1",0,1
"20210504|22825|1|v7","20210504","2021-05-04","Promethion_vs_NoPromethion","22825","22825_040521_v7","04-May-2021 20:11:21",1,0.065939695,0.039286405,"F1",1,"22825","27.04.2021",NA,NA,"Yes",1.1,"v2","PP",52.07,"v7","monitor",NA,30.5,NA,NA,11.78,"22825_040521_v7_1",1,1
"20210504|22825|1|v8","20210504","2021-05-04","Promethion_vs_NoPromethion","22825","22825_040521_v8","05-May-2021 00:26:35",1,0.04689929,0.03590085,"F1",1,"22825","27.04.2021",NA,NA,"Yes",1.1,"v2","PP",52.07,"v8","monitor",NA,NA,NA,NA,15.93,"22825_040521_v8_1",2,1
"20210504|22825|2|v1","20210504","2021-05-04","Promethion_vs_NoPromethion","22825","22825_040521_v1","04-May-2021 07:58:59",2,0.1845447,0.12288265,"F2",2,"22825","27.04.2021",NA,NA,"Yes",1.1,"v2","PP",33.83,"v1","monitor",NA,32.7,NA,NA,-0.45,"22825_040521_v1_2",3,1
"20210504|22825|2|v10","20210504","2021-05-04","Promethion_vs_NoPromethion","22825","22825_040521_v10","05-May-2021 08:29:40",2,0.075983005,0.045670305,"F2",2,"22825","27.04.2021",NA,NA,"Yes",1.1,"v2","PP",33.83,"v10","monitor",NA,33.2,NA,NA,24.12,"22825_040521_v10_2",2,1
"20210504|22825|2|v15","20210504","2021-05-04","Promethion_vs_NoPromethion","22825","22825_040521_v15","06-May-2021 08:25:43",2,-0.00043186,0.0073068455,"F2",2,"22825","27.04.2021",NA,NA,"Yes",1.1,"v2","PP",33.83,"v15","monitor",NA,NA,NA,NA,47.97,"22825_040521_v15_2",NA,0
"20210504|22825|2|v3","20210504","2021-05-04","Promethion_vs_NoPromethion","22825","22825_040521_v3","04-May-2021 09:39:21",2,0.04452304,0.036959145,"F2",2,"22825","27.04.2021",NA,NA,"Yes",1.1,"v2","PP",33.83,"v3","monitor",NA,NA,NA,NA,1.22,"22825_040521_v3_2",3,1
"20210504|22825|2|v4","20210504","2021-05-04","Promethion_vs_NoPromethion","22825","22825_040521_v4","04-May-2021 10:41:44",2,0.202745925,0.0529245,"F2",2,"22825","27.04.2021",NA,NA,"Yes",1.1,"v2","PP",33.83,"v4","monitor",NA,NA,NA,NA,2.35,"22825_040521_v4_2",3,1
"20210504|22825|2|v5","20210504","2021-05-04","Promethion_vs_NoPromethion","22825","22825_040521_v5","04-May-2021 12:47:06",2,0.117118255,0.06003483,"F2",2,"22825","27.04.2021",NA,NA,"Yes",1.1,"v2","PP",33.83,"v5","monitor",NA,30.2,NA,NA,4.35,"22825_040521_v5_2",3,1
"20210504|22825|2|v6","20210504","2021-05-04","Promethion_vs_NoPromethion","22825","22825_040521_v6","04-May-2021 17:06:56",2,-0.47053986,0.05821313,"F2",2,"22825","27.04.2021",NA,NA,"Yes",1.1,"v2","PP",33.83,"v6","monitor",NA,NA,NA,NA,8.73,"22825_040521_v6_2",1,1
"20210504|22825|2|v7","20210504","2021-05-04","Promethion_vs_NoPromethion","22825","22825_040521_v7","04-May-2021 20:14:21",2,0.05830198,0.03624329,"F2",2,"22825","27.04.2021",NA,NA,"Yes",1.1,"v2","PP",33.83,"v7","monitor",NA,29.8,NA,NA,11.78,"22825_040521_v7_2",1,1
"20210504|22825|2|v8","20210504","2021-05-04","Promethion_vs_NoPromethion","22825","22825_040521_v8","05-May-2021 00:23:35",2,0.05685177,0.036915835,"F2",2,"22825","27.04.2021",NA,NA,"Yes",1.1,"v2","PP",33.83,"v8","monitor",NA,NA,NA,NA,15.93,"22825_040521_v8_2",2,1
"20210504|22825|3|v1","20210504","2021-05-04","Promethion_vs_NoPromethion","22825","22825_040521_v1","04-May-2021 07:55:59",3,0.17323135,0.11277438,"F3",3,"22825","27.04.2021",NA,NA,"Yes",1.1,"v2","PP",17.6,"v1","monitor",NA,33.7,NA,NA,-0.45,"22825_040521_v1_3",3,1
"20210504|22825|3|v10","20210504","2021-05-04","Promethion_vs_NoPromethion","22825","22825_040521_v10","05-May-2021 08:32:40",3,0.0104114145,0.004315364,"F3",3,"22825","27.04.2021",NA,NA,"Yes",1.1,"v2","PP",17.6,"v10","monitor",NA,NA,NA,NA,24.12,"22825_040521_v10_3",NA,0
"20210504|22825|3|v15","20210504","2021-05-04","Promethion_vs_NoPromethion","22825","22825_040521_v15","06-May-2021 08:22:43",3,-0.0031056885,0.003208865,"F3",3,"22825","27.04.2021",NA,NA,"Yes",1.1,"v2","PP",17.6,"v15","monitor",NA,NA,NA,NA,47.97,"22825_040521_v15_3",NA,0
"20210504|22825|3|v3","20210504","2021-05-04","Promethion_vs_NoPromethion","22825","22825_040521_v3","04-May-2021 09:39:21",3,0.03802411,0.03787936,"F3",3,"22825","27.04.2021",NA,NA,"Yes",1.1,"v2","PP",17.6,"v3","monitor",NA,NA,NA,NA,1.22,"22825_040521_v3_3",3,1
"20210504|22825|3|v4","20210504","2021-05-04","Promethion_vs_NoPromethion","22825","22825_040521_v4","04-May-2021 10:41:44",3,0.28595965,0.048530065,"F3",3,"22825","27.04.2021",NA,NA,"Yes",1.1,"v2","PP",17.6,"v4","monitor",NA,NA,NA,NA,2.35,"22825_040521_v4_3",3,1
"20210504|22825|3|v5","20210504","2021-05-04","Promethion_vs_NoPromethion","22825","22825_040521_v5","04-May-2021 12:44:06",3,0.16750295,0.048757905,"F3",3,"22825","27.04.2021",NA,NA,"Yes",1.1,"v2","PP",17.6,"v5","monitor",NA,28.9,NA,NA,4.35,"22825_040521_v5_3",1,1
"20210504|22825|3|v6","20210504","2021-05-04","Promethion_vs_NoPromethion","22825","22825_040521_v6","04-May-2021 17:06:56",3,-0.430173695,0.040219435,"F3",3,"22825","27.04.2021",NA,NA,"Yes",1.1,"v2","PP",17.6,"v6","monitor",NA,NA,NA,NA,8.73,"22825_040521_v6_3",1,1
"20210504|22825|3|v7","20210504","2021-05-04","Promethion_vs_NoPromethion","22825","22825_040521_v7","04-May-2021 20:11:21",3,0.05310713,0.028858645,"F3",3,"22825","27.04.2021",NA,NA,"Yes",1.1,"v2","PP",17.6,"v7","monitor",NA,30.5,NA,NA,11.78,"22825_040521_v7_3",0,1
"20210504|22825|3|v8","20210504","2021-05-04","Promethion_vs_NoPromethion","22825","22825_040521_v8","05-May-2021 00:23:35",3,0.0412882,0.02897791,"F3",3,"22825","27.04.2021",NA,NA,"Yes",1.1,"v2","PP",17.6,"v8","monitor",NA,NA,NA,NA,15.93,"22825_040521_v8_3",0,1
"20210504|22825|4|v1","20210504","2021-05-04","Promethion_vs_NoPromethion","22825","22825_040521_v1","04-May-2021 07:55:59",4,0.17324085,0.1281262,"F4",4,"22825","27.04.2021",NA,NA,"Yes",1.1,"v2","PP",52.07,"v1","monitor",NA,35,NA,NA,-0.45,"22825_040521_v1_4",4,1
"20210504|22825|4|v10","20210504","2021-05-04","Promethion_vs_NoPromethion","22825","22825_040521_v10","05-May-2021 08:32:40",4,0.06917001,0.03840364,"F4",4,"22825","27.04.2021",NA,NA,"Yes",1.1,"v2","PP",52.07,"v10","monitor",NA,34.2,NA,NA,24.12,"22825_040521_v10_4",3,1
"20210504|22825|4|v15","20210504","2021-05-04","Promethion_vs_NoPromethion","22825","22825_040521_v15","06-May-2021 08:25:43",4,0.27304375,0.1789977,"F4",4,"22825","27.04.2021",NA,NA,"Yes",1.1,"v2","PP",52.07,"v15","monitor",NA,NA,NA,NA,47.97,"22825_040521_v15_4",5,1
"20210504|22825|4|v3","20210504","2021-05-04","Promethion_vs_NoPromethion","22825","22825_040521_v3","04-May-2021 09:39:21",4,0.037019165,0.03982454,"F4",4,"22825","27.04.2021",NA,NA,"Yes",1.1,"v2","PP",52.07,"v3","monitor",NA,NA,NA,NA,1.22,"22825_040521_v3_4",3,1
"20210504|22825|4|v4","20210504","2021-05-04","Promethion_vs_NoPromethion","22825","22825_040521_v4","04-May-2021 10:44:44",4,0.34305945,0.03694878,"F4",4,"22825","27.04.2021",NA,NA,"Yes",1.1,"v2","PP",52.07,"v4","monitor",NA,NA,NA,NA,2.35,"22825_040521_v4_4",3,1
"20210504|22825|4|v5","20210504","2021-05-04","Promethion_vs_NoPromethion","22825","22825_040521_v5","04-May-2021 12:47:06",4,0.26959065,0.04607483,"F4",4,"22825","27.04.2021",NA,NA,"Yes",1.1,"v2","PP",52.07,"v5","monitor",NA,29.3,NA,NA,4.35,"22825_040521_v5_4",3,1
"20210504|22825|4|v6","20210504","2021-05-04","Promethion_vs_NoPromethion","22825","22825_040521_v6","04-May-2021 17:06:56",4,-0.39054936,0.03903558,"F4",4,"22825","27.04.2021",NA,NA,"Yes",1.1,"v2","PP",52.07,"v6","monitor",NA,NA,NA,NA,8.73,"22825_040521_v6_4",0,1
"20210504|22825|4|v7","20210504","2021-05-04","Promethion_vs_NoPromethion","22825","22825_040521_v7","04-May-2021 20:14:21",4,0.049565035,0.032097585,"F4",4,"22825","27.04.2021",NA,NA,"Yes",1.1,"v2","PP",52.07,"v7","monitor",NA,29.9,NA,NA,11.78,"22825_040521_v7_4",1,1
"20210504|22825|4|v8","20210504","2021-05-04","Promethion_vs_NoPromethion","22825","22825_040521_v8","05-May-2021 00:26:35",4,0.04814918,0.03100876,"F4",4,"22825","27.04.2021",NA,NA,"Yes",1.1,"v2","PP",52.07,"v8","monitor",NA,NA,NA,NA,15.93,"22825_040521_v8_4",2,1
"20210504|22825|5|v1","20210504","2021-05-04","Promethion_vs_NoPromethion","22825","22825_040521_v1","04-May-2021 07:55:59",5,0.19253045,0.13753835,"R1",5,"22825","27.04.2021",NA,NA,"Yes",1.1,"v2","PP",52.07,"v1","monitor",NA,32.6,NA,NA,-0.45,"22825_040521_v1_5",3,1
"20210504|22825|5|v10","20210504","2021-05-04","Promethion_vs_NoPromethion","22825","22825_040521_v10","05-May-2021 08:32:40",5,0.07099374,0.03214615,"R1",5,"22825","27.04.2021",NA,NA,"Yes",1.1,"v2","PP",52.07,"v10","monitor",NA,34.1,NA,NA,24.12,"22825_040521_v10_5",3,1
"20210504|22825|5|v15","20210504","2021-05-04","Promethion_vs_NoPromethion","22825","22825_040521_v15","06-May-2021 08:22:43",5,0.2434779,0.1887671,"R1",5,"22825","27.04.2021",NA,NA,"Yes",1.1,"v2","PP",52.07,"v15","monitor",NA,NA,NA,NA,47.97,"22825_040521_v15_5",4,1
"20210504|22825|5|v3","20210504","2021-05-04","Promethion_vs_NoPromethion","22825","22825_040521_v3","04-May-2021 09:39:21",5,0.038297555,0.03686819,"R1",5,"22825","27.04.2021",NA,NA,"Yes",1.1,"v2","PP",52.07,"v3","monitor",NA,NA,NA,NA,1.22,"22825_040521_v3_5",2,1
"20210504|22825|5|v4","20210504","2021-05-04","Promethion_vs_NoPromethion","22825","22825_040521_v4","04-May-2021 10:44:44",5,0.36407055,0.038359065,"R1",5,"22825","27.04.2021",NA,NA,"Yes",1.1,"v2","PP",52.07,"v4","monitor",NA,NA,NA,NA,2.35,"22825_040521_v4_5",3,1
"20210504|22825|5|v5","20210504","2021-05-04","Promethion_vs_NoPromethion","22825","22825_040521_v5","04-May-2021 12:44:06",5,0.37117255,0.0371544,"R1",5,"22825","27.04.2021",NA,NA,"Yes",1.1,"v2","PP",52.07,"v5","monitor",NA,31.1,NA,NA,4.35,"22825_040521_v5_5",3,1
"20210504|22825|5|v6","20210504","2021-05-04","Promethion_vs_NoPromethion","22825","22825_040521_v6","04-May-2021 17:06:56",5,-0.29188356,0.02968361,"R1",5,"22825","27.04.2021",NA,NA,"Yes",1.1,"v2","PP",52.07,"v6","monitor",NA,NA,NA,NA,8.73,"22825_040521_v6_5",1,1
"20210504|22825|5|v7","20210504","2021-05-04","Promethion_vs_NoPromethion","22825","22825_040521_v7","04-May-2021 20:14:21",5,0.042964815,0.0298564,"R1",5,"22825","27.04.2021",NA,NA,"Yes",1.1,"v2","PP",52.07,"v7","monitor",NA,30,NA,NA,11.78,"22825_040521_v7_5",1,1
"20210504|22825|5|v8","20210504","2021-05-04","Promethion_vs_NoPromethion","22825","22825_040521_v8","05-May-2021 00:26:35",5,0.041505195,0.02873366,"R1",5,"22825","27.04.2021",NA,NA,"Yes",1.1,"v2","PP",52.07,"v8","monitor",NA,NA,NA,NA,15.93,"22825_040521_v8_5",1,1
"20210504|22825|6|v1","20210504","2021-05-04","Promethion_vs_NoPromethion","22825","22825_040521_v1","04-May-2021 07:55:59",6,0.2373794,0.18245695,"R2",6,"22825","27.04.2021",NA,NA,"Yes",1.1,"v2","PP",52.07,"v1","monitor",NA,33.6,NA,NA,-0.45,"22825_040521_v1_6",4,1
"20210504|22825|6|v10","20210504","2021-05-04","Promethion_vs_NoPromethion","22825","22825_040521_v10","05-May-2021 08:29:40",6,0.1328085,0.07981041,"R2",6,"22825","27.04.2021",NA,NA,"Yes",1.1,"v2","PP",52.07,"v10","monitor",NA,34,NA,NA,24.12,"22825_040521_v10_6",3,1
"20210504|22825|6|v15","20210504","2021-05-04","Promethion_vs_NoPromethion","22825","22825_040521_v15","06-May-2021 08:25:43",6,0.316945,0.2150731,"R2",6,"22825","27.04.2021",NA,NA,"Yes",1.1,"v2","PP",52.07,"v15","monitor",NA,NA,NA,NA,47.97,"22825_040521_v15_6",4,1
"20210504|22825|6|v3","20210504","2021-05-04","Promethion_vs_NoPromethion","22825","22825_040521_v3","04-May-2021 09:36:21",6,0.0387948,0.03248652,"R2",6,"22825","27.04.2021",NA,NA,"Yes",1.1,"v2","PP",52.07,"v3","monitor",NA,NA,NA,NA,1.22,"22825_040521_v3_6",3,1
"20210504|22825|6|v4","20210504","2021-05-04","Promethion_vs_NoPromethion","22825","22825_040521_v4","04-May-2021 10:44:44",6,0.4087051,0.033009425,"R2",6,"22825","27.04.2021",NA,NA,"Yes",1.1,"v2","PP",52.07,"v4","monitor",NA,NA,NA,NA,2.35,"22825_040521_v4_6",3,1
"20210504|22825|6|v5","20210504","2021-05-04","Promethion_vs_NoPromethion","22825","22825_040521_v5","04-May-2021 12:47:06",6,0.49441235,0.038884105,"R2",6,"22825","27.04.2021",NA,NA,"Yes",1.1,"v2","PP",52.07,"v5","monitor",NA,29.9,NA,NA,4.35,"22825_040521_v5_6",3,1
"20210504|22825|6|v6","20210504","2021-05-04","Promethion_vs_NoPromethion","22825","22825_040521_v6","04-May-2021 17:06:56",6,-0.227619515,0.03918328,"R2",6,"22825","27.04.2021",NA,NA,"Yes",1.1,"v2","PP",52.07,"v6","monitor",NA,NA,NA,NA,8.73,"22825_040521_v6_6",1,1
"20210504|22825|6|v7","20210504","2021-05-04","Promethion_vs_NoPromethion","22825","22825_040521_v7","04-May-2021 20:11:21",6,0.043684645,0.027184765,"R2",6,"22825","27.04.2021",NA,NA,"Yes",1.1,"v2","PP",52.07,"v7","monitor",NA,31.8,NA,NA,11.78,"22825_040521_v7_6",2,1
"20210504|22825|6|v8","20210504","2021-05-04","Promethion_vs_NoPromethion","22825","22825_040521_v8","05-May-2021 00:23:35",6,0.042608875,0.03622309,"R2",6,"22825","27.04.2021",NA,NA,"Yes",1.1,"v2","PP",52.07,"v8","monitor",NA,NA,NA,NA,15.93,"22825_040521_v8_6",1,1
"20210504|22825|7|v1","20210504","2021-05-04","Promethion_vs_NoPromethion","22825","22825_040521_v1","04-May-2021 07:55:59",7,0.1997191,0.17674885,"R3",7,"22825","27.04.2021",NA,NA,"Yes",1.1,"v2","PP",52.07,"v1","monitor",NA,34.3,NA,NA,-0.45,"22825_040521_v1_7",3,1
"20210504|22825|7|v10","20210504","2021-05-04","Promethion_vs_NoPromethion","22825","22825_040521_v10","05-May-2021 08:32:40",7,0.07147311,0.038926885,"R3",7,"22825","27.04.2021",NA,NA,"Yes",1.1,"v2","PP",52.07,"v10","monitor",NA,32.8,NA,NA,24.12,"22825_040521_v10_7",3,1
"20210504|22825|7|v15","20210504","2021-05-04","Promethion_vs_NoPromethion","22825","22825_040521_v15","06-May-2021 08:22:43",7,0.17598355,0.11979135,"R3",7,"22825","27.04.2021",NA,NA,"Yes",1.1,"v2","PP",52.07,"v15","monitor",NA,NA,NA,NA,47.97,"22825_040521_v15_7",4,1
"20210504|22825|7|v3","20210504","2021-05-04","Promethion_vs_NoPromethion","22825","22825_040521_v3","04-May-2021 09:36:21",7,0.03419079,0.031843735,"R3",7,"22825","27.04.2021",NA,NA,"Yes",1.1,"v2","PP",52.07,"v3","monitor",NA,NA,NA,NA,1.22,"22825_040521_v3_7",3,1
"20210504|22825|7|v4","20210504","2021-05-04","Promethion_vs_NoPromethion","22825","22825_040521_v4","04-May-2021 10:41:44",7,0.40823935,0.02863441,"R3",7,"22825","27.04.2021",NA,NA,"Yes",1.1,"v2","PP",52.07,"v4","monitor",NA,NA,NA,NA,2.35,"22825_040521_v4_7",2,1
"20210504|22825|7|v5","20210504","2021-05-04","Promethion_vs_NoPromethion","22825","22825_040521_v5","04-May-2021 12:44:06",7,-0.43100875,0.029893095,"R3",7,"22825","27.04.2021",NA,NA,"Yes",1.1,"v2","PP",52.07,"v5","monitor",NA,30.6,NA,NA,4.35,"22825_040521_v5_7",3,1
"20210504|22825|7|v6","20210504","2021-05-04","Promethion_vs_NoPromethion","22825","22825_040521_v6","04-May-2021 17:09:56",7,-0.157221695,0.04035095,"R3",7,"22825","27.04.2021",NA,NA,"Yes",1.1,"v2","PP",52.07,"v6","monitor",NA,NA,NA,NA,8.73,"22825_040521_v6_7",0,1
"20210504|22825|7|v7","20210504","2021-05-04","Promethion_vs_NoPromethion","22825","22825_040521_v7","04-May-2021 20:14:21",7,0.036755,0.02566348,"R3",7,"22825","27.04.2021",NA,NA,"Yes",1.1,"v2","PP",52.07,"v7","monitor",NA,29.9,NA,NA,11.78,"22825_040521_v7_7",1,1
"20210504|22825|7|v8","20210504","2021-05-04","Promethion_vs_NoPromethion","22825","22825_040521_v8","05-May-2021 00:26:35",7,0.035751285,0.03293578,"R3",7,"22825","27.04.2021",NA,NA,"Yes",1.1,"v2","PP",52.07,"v8","monitor",NA,NA,NA,NA,15.93,"22825_040521_v8_7",1,1
"20210504|22825|8|v1","20210504","2021-05-04","Promethion_vs_NoPromethion","22825","22825_040521_v1","04-May-2021 07:55:59",8,0.14335064,0.13258091,"R4",8,"22825","27.04.2021",NA,NA,"Yes",1.1,"v2","PP",17.6,"v1","monitor",NA,35.3,NA,NA,-0.45,"22825_040521_v1_8",2,1
"20210504|22825|8|v10","20210504","2021-05-04","Promethion_vs_NoPromethion","22825","22825_040521_v10","05-May-2021 08:32:40",8,0.008396688,0.001404977,"R4",8,"22825","27.04.2021",NA,NA,"Yes",1.1,"v2","PP",17.6,"v10","monitor",NA,NA,NA,NA,24.12,"22825_040521_v10_8",NA,0
"20210504|22825|8|v15","20210504","2021-05-04","Promethion_vs_NoPromethion","22825","22825_040521_v15","06-May-2021 08:22:43",8,-0.0066288085,0.0066202355,"R4",8,"22825","27.04.2021",NA,NA,"Yes",1.1,"v2","PP",17.6,"v15","monitor",NA,NA,NA,NA,47.97,"22825_040521_v15_8",NA,0
"20210504|22825|8|v3","20210504","2021-05-04","Promethion_vs_NoPromethion","22825","22825_040521_v3","04-May-2021 09:36:21",8,0.021894885,0.02787319,"R4",8,"22825","27.04.2021",NA,NA,"Yes",1.1,"v2","PP",17.6,"v3","monitor",NA,NA,NA,NA,1.22,"22825_040521_v3_8",2,1
"20210504|22825|8|v4","20210504","2021-05-04","Promethion_vs_NoPromethion","22825","22825_040521_v4","04-May-2021 10:41:44",8,0.399198,0.025293525,"R4",8,"22825","27.04.2021",NA,NA,"Yes",1.1,"v2","PP",17.6,"v4","monitor",NA,NA,NA,NA,2.35,"22825_040521_v4_8",2,1
"20210504|22825|8|v5","20210504","2021-05-04","Promethion_vs_NoPromethion","22825","22825_040521_v5","04-May-2021 12:44:06",8,-0.292277935,0.03395542,"R4",8,"22825","27.04.2021",NA,NA,"Yes",1.1,"v2","PP",17.6,"v5","monitor",NA,28.6,NA,NA,4.35,"22825_040521_v5_8",2,1
"20210504|22825|8|v6","20210504","2021-05-04","Promethion_vs_NoPromethion","22825","22825_040521_v6","04-May-2021 17:06:56",8,-0.073122925,0.03334902,"R4",8,"22825","27.04.2021",NA,NA,"Yes",1.1,"v2","PP",17.6,"v6","monitor",NA,NA,NA,NA,8.73,"22825_040521_v6_8",1,1
"20210504|22825|8|v7","20210504","2021-05-04","Promethion_vs_NoPromethion","22825","22825_040521_v7","04-May-2021 20:14:21",8,0.0172956635,0.017083955,"R4",8,"22825","27.04.2021",NA,NA,"Yes",1.1,"v2","PP",17.6,"v7","monitor",NA,29.4,NA,NA,11.78,"22825_040521_v7_8",0,1
"20210504|22825|8|v8","20210504","2021-05-04","Promethion_vs_NoPromethion","22825","22825_040521_v8","05-May-2021 00:23:35",8,0.02851596,0.033295935,"R4",8,"22825","27.04.2021",NA,NA,"Yes",1.1,"v2","PP",17.6,"v8","monitor",NA,NA,NA,NA,15.93,"22825_040521_v8_8",0,1
